"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"21736-54879","QB","Deshaun","Deshaun Watson","Watson","25.265714372907365","7","9600","IND@HOU","HOU","IND","O","Knee","",""
"21736-16606","WR","DeAndre","DeAndre Hopkins","Hopkins","17.87142835344587","7","9100","IND@HOU","HOU","IND","","","",""
"21736-30447","RB","Todd","Todd Gurley II","Gurley II","21.357142857142858","7","9100","LAR@NYG","LAR","NYG","","","",""
"21736-45229","RB","Kareem","Kareem Hunt","Hunt","19.375","8","9000","KC@DAL","KC","DAL","","","",""
"21736-38791","RB","Ezekiel","Ezekiel Elliott","Elliott","20.785714285714285","7","8900","KC@DAL","DAL","KC","O","Suspension","",""
"21736-52922","RB","Leonard","Leonard Fournette","Fournette","20.4499994913737","6","8600","CIN@JAC","JAC","CIN","","","",""
"21736-22015","QB","Russell","Russell Wilson","Wilson","23.102857317243302","7","8500","WAS@SEA","SEA","WAS","","","",""
"21736-32384","WR","Mike","Mike Evans","Evans","13.62857164655413","7","8500","TB@NO","TB","NO","","","",""
"21736-6504","QB","Drew","Drew Brees","Brees","17.734285627092635","7","8300","TB@NO","NO","TB","","","",""
"21736-14187","WR","A.J.","A.J. Green","Green","14.028570992606026","7","8200","CIN@JAC","CIN","JAC","","","",""
"21736-31716","QB","Dak","Dak Prescott","Prescott","21.365713936941965","7","8200","KC@DAL","DAL","KC","","","",""
"21736-70324","QB","Carson","Carson Wentz","Wentz","21.727500915527344","8","8000","DEN@PHI","PHI","DEN","","","",""
"21736-14626","WR","Doug","Doug Baldwin","Baldwin","11.099999564034599","7","7900","WAS@SEA","SEA","WAS","","","",""
"21736-8005","QB","Alex","Alex Smith","Smith","21.329999923706055","8","7900","KC@DAL","KC","DAL","","","",""
"21736-14190","WR","Julio","Julio Jones","Jones","11.214285714285714","7","7900","ATL@CAR","ATL","CAR","","","",""
"21736-14211","RB","Mark","Mark Ingram","Ingram","14.057143075125557","7","7900","TB@NO","NO","TB","","","",""
"21736-42028","WR","Will","Will Fuller V","Fuller V","19.325000762939453","4","7800","IND@HOU","HOU","IND","","","",""
"21736-29358","QB","Marcus","Marcus Mariota","Mariota","15.740000406901041","6","7800","BAL@TEN","TEN","BAL","","","",""
"21736-45859","QB","Derek","Derek Carr","Carr","15.765714372907366","7","7800","OAK@MIA","OAK","MIA","","","",""
"21736-11435","WR","Dez","Dez Bryant","Bryant","10.942856924874443","7","7700","KC@DAL","DAL","KC","","","",""
"21736-24849","QB","Jameis","Jameis Winston","Winston","15.488571166992188","7","7700","TB@NO","TB","NO","Q","Shoulder - ac joint","",""
"21736-53681","WR","Tyreek","Tyreek Hill","Hill","12.4375","8","7700","KC@DAL","KC","DAL","","","",""
"21736-29780","TE","Zach","Zach Ertz","Ertz","13.537500381469727","8","7600","DEN@PHI","PHI","DEN","Q","Hamstring","",""
"21736-6616","QB","Matt","Matt Ryan","Ryan","15.10857173374721","7","7600","ATL@CAR","ATL","CAR","","","",""
"21736-38435","QB","Jared","Jared Goff","Goff","15.60857173374721","7","7600","LAR@NYG","LAR","NYG","","","",""
"21736-14185","QB","Cam","Cam Newton","Newton","18.017499923706055","8","7600","ATL@CAR","CAR","ATL","Q","Shoulder","",""
"21736-28573","WR","Michael","Michael Thomas","Thomas","11.571428571428571","7","7600","TB@NO","NO","TB","","","",""
"21736-22037","RB","Lamar","Lamar Miller","Miller","13.571428571428571","7","7500","IND@HOU","HOU","IND","Q","Knee","",""
"21736-22038","QB","Kirk","Kirk Cousins","Cousins","19.442858014787948","7","7500","WAS@SEA","WAS","SEA","","","",""
"21736-21939","QB","Andrew","Andrew Luck","Luck","21.380000813802084","15","7400","IND@HOU","IND","HOU","IR","Shoulder - labrum","",""
"21736-14225","QB","Andy","Andy Dalton","Dalton","14.502856663295201","7","7300","CIN@JAC","CIN","JAC","","","",""
"21736-34308","QB","Blake","Blake Bortles","Bortles","13.802857535226005","7","7200","CIN@JAC","JAC","CIN","","","",""
"21736-9392","WR","Michael","Michael Crabtree","Crabtree","13.37142835344587","7","7100","OAK@MIA","OAK","MIA","","","",""
"21736-24920","RB","Devonta","Devonta Freeman","Freeman","13.714285714285714","7","7100","ATL@CAR","ATL","CAR","Q","Shoulder","",""
"21736-33076","TE","Travis","Travis Kelce","Kelce","12.787500381469727","8","7000","KC@DAL","KC","DAL","","","",""
"21736-6748","QB","Carson","Carson Palmer","Palmer","15.617142813546318","7","7000","ARI@SF","ARI","SF","IR","Arm","",""
"21736-31394","WR","Jarvis","Jarvis Landry","Landry","11.728571210588727","7","7000","OAK@MIA","MIA","OAK","","","",""
"21736-6883","WR","Larry","Larry Fitzgerald","Fitzgerald","12.557143075125557","7","7000","ARI@SF","ARI","SF","","","",""
"21736-31001","WR","Amari","Amari Cooper","Cooper","9.475000381469727","8","6900","OAK@MIA","OAK","MIA","","","",""
"21736-6703","RB","Adrian","Adrian Peterson","Peterson","6.450000127156575","6","6800","ARI@SF","ARI","SF","","","",""
"21736-6714","QB","Joe","Joe Flacco","Flacco","8.774999618530273","8","6800","BAL@TEN","BAL","TEN","","","",""
"21736-46882","RB","Jay","Jay Ajayi","Ajayi","8.314285823277064","7","6800","DEN@PHI","PHI","DEN","","","",""
"21736-11432","WR","Demaryius","Demaryius Thomas","Thomas","8.714285714285714","7","6700","DEN@PHI","DEN","PHI","","","",""
"21736-24891","RB","Chris","Chris Thompson","Thompson","15.542857578822545","7","6700","WAS@SEA","WAS","SEA","","","",""
"21736-21970","RB","Doug","Doug Martin","Martin","11.649999618530273","4","6700","TB@NO","TB","NO","","","",""
"21736-21980","WR","Alshon","Alshon Jeffery","Jeffery","9.699999809265137","8","6700","DEN@PHI","PHI","DEN","","","",""
"21736-6898","QB","Jay","Jay Cutler","Cutler","10.800000508626303","6","6700","OAK@MIA","MIA","OAK","","","",""
"21736-42104","RB","Alvin","Alvin Kamara","Kamara","11.928571428571429","7","6600","TB@NO","NO","TB","","","",""
"21736-22031","WR","T.Y.","T.Y. Hilton","Hilton","8.899999618530273","8","6600","IND@HOU","IND","HOU","","","",""
"21736-6774","WR","Pierre","Pierre Garcon","Garcon","8.75","8","6600","ARI@SF","SF","ARI","O","Neck","",""
"21736-11505","WR","Emmanuel","Emmanuel Sanders","Sanders","10.219999694824219","5","6500","DEN@PHI","DEN","PHI","Q","Ankle","",""
"21736-30231","QB","Jacoby","Jacoby Brissett","Brissett","13.897500038146973","8","6500","IND@HOU","IND","HOU","","","",""
"21736-29249","RB","C.J.","C.J. Anderson","Anderson","10.571428571428571","7","6500","DEN@PHI","DEN","PHI","","","",""
"21736-6826","QB","Eli","Eli Manning","Manning","14.728571210588727","7","6500","LAR@NYG","NYG","LAR","","","",""
"21736-28434","QB","Trevor","Trevor Siemian","Siemian","14.808571951729911","7","6500","DEN@PHI","DEN","PHI","","","",""
"21736-28473","RB","Carlos","Carlos Hyde","Hyde","12.899999618530273","8","6500","ARI@SF","SF","ARI","","","",""
"21736-7744","QB","Drew","Drew Stanton","Stanton","2.0399999618530273","1","6400","ARI@SF","ARI","SF","","","",""
"21736-6808","QB","Matt","Matt Moore","Moore","9.779999732971191","2","6400","OAK@MIA","MIA","OAK","Q","Back","",""
"21736-14254","RB","DeMarco","DeMarco Murray","Murray","9.428571428571429","7","6400","BAL@TEN","TEN","BAL","","","",""
"21736-14267","QB","Ryan","Ryan Mallett","Mallett","4.96999979019165","2","6400","BAL@TEN","BAL","TEN","","","",""
"21736-7283","WR","Jeremy","Jeremy Maclin","Maclin","8.116666793823242","6","6300","BAL@TEN","BAL","TEN","Q","Shoulder","",""
"21736-52442","RB","Joe","Joe Mixon","Mixon","8.10000010899135","7","6300","CIN@JAC","CIN","JAC","","","",""
"21736-41872","TE","Evan","Evan Engram","Engram","9.599999564034599","7","6300","LAR@NYG","NYG","LAR","","","",""
"21736-29683","WR","Nelson","Nelson Agholor","Agholor","10.337499618530273","8","6300","DEN@PHI","PHI","DEN","","","",""
"21736-11512","TE","Jimmy","Jimmy Graham","Graham","9.271428789411273","7","6200","WAS@SEA","SEA","WAS","","","",""
"21736-27986","QB","C.J.","C.J. Beathard","Beathard","13.759999593098959","3","6200","ARI@SF","SF","ARI","","","",""
"21736-6739","WR","DeSean","DeSean Jackson","Jackson","9.17142813546317","7","6200","TB@NO","TB","NO","","","",""
"21736-28080","WR","Devin","Devin Funchess","Funchess","8.774999618530273","8","6100","ATL@CAR","CAR","ATL","","","",""
"21736-33260","WR","DeVante","DeVante Parker","Parker","9.774999618530273","4","6100","OAK@MIA","MIA","OAK","","","",""
"21736-54782","TE","Cameron","Cameron Brate","Brate","11.428571428571429","7","6100","TB@NO","TB","NO","","","",""
"21736-55050","RB","Christian","Christian McCaffrey","McCaffrey","10.5","8","6100","ATL@CAR","CAR","ATL","","","",""
"21736-24607","QB","Chad","Chad Kelly","Kelly","0","0","6000","DEN@PHI","DEN","PHI","O","Wrist","",""
"21736-62497","RB","David","David Johnson","Johnson","10","1","6000","ARI@SF","ARI","SF","IR","Wrist","",""
"21736-24641","WR","Sammy","Sammy Watkins","Watkins","6.771428789411273","7","6000","LAR@NYG","LAR","NYG","","","",""
"21736-30788","QB","Tyler","Tyler Bray","Bray","0","0","6000","KC@DAL","KC","DAL","","","",""
"21736-57439","QB","Patrick","Patrick Mahomes II","Mahomes II","0","0","6000","KC@DAL","KC","DAL","","","",""
"21736-79970","WR","Cooper","Cooper Kupp","Kupp","8.728571210588727","7","6000","LAR@NYG","LAR","NYG","","","",""
"21736-6373","QB","Derek","Derek Anderson","Anderson","0.6800000071525574","1","6000","ATL@CAR","CAR","ATL","","","",""
"21736-11500","QB","Colt","Colt McCoy","McCoy","0","0","6000","WAS@SEA","WAS","SEA","","","",""
"21736-22848","QB","Austin","Austin Davis","Davis","-0.10000000149011612","1","6000","WAS@SEA","SEA","WAS","","","",""
"21736-31047","QB","AJ","AJ McCarron","McCarron","0","0","6000","CIN@JAC","CIN","JAC","","","",""
"21736-14696","QB","Scott","Scott Tolzien","Tolzien","3.319999933242798","1","6000","IND@HOU","IND","HOU","","","",""
"21736-22894","QB","Kellen","Kellen Moore","Moore","0","0","6000","KC@DAL","DAL","KC","","","",""
"21736-25969","QB","Tom","Tom Savage","Savage","-0.7599999904632568","2","6000","IND@HOU","HOU","IND","","","",""
"21736-24949","QB","EJ","EJ Manuel","Manuel","7.550000190734863","2","6000","OAK@MIA","OAK","MIA","","","",""
"21736-32158","QB","Garrett","Garrett Gilbert","Gilbert","0","0","6000","ATL@CAR","CAR","ATL","","","",""
"21736-31170","QB","Brandon","Brandon Allen","Allen","0","0","6000","LAR@NYG","LAR","NYG","","","",""
"21736-21959","QB","Brandon","Brandon Weeden","Weeden","0","0","6000","BAL@TEN","TEN","BAL","","","",""
"21736-21994","QB","Brock","Brock Osweiler","Osweiler","0.6200000047683716","1","6000","DEN@PHI","DEN","PHI","","","",""
"21736-7659","QB","Ryan","Ryan Fitzpatrick","Fitzpatrick","11.300000190734863","2","6000","TB@NO","TB","NO","","","",""
"21736-45565","QB","Taysom","Taysom Hill","Hill","0","0","6000","TB@NO","NO","TB","","","",""
"21736-28163","QB","Connor","Connor Cook","Cook","7","1","6000","OAK@MIA","OAK","MIA","","","",""
"21736-22027","QB","Nick","Nick Foles","Foles","-0.20000000298023224","1","6000","DEN@PHI","PHI","DEN","","","",""
"21736-6679","QB","Matt","Matt Schaub","Schaub","0.14666666587193808","3","6000","ATL@CAR","ATL","CAR","","","",""
"21736-39454","QB","Zac","Zac Dysert","Dysert","0","0","6000","KC@DAL","DAL","KC","IR","Back","",""
"21736-23075","QB","Alex","Alex Tanney","Tanney","0","0","6000","BAL@TEN","TEN","BAL","IR","Foot","",""
"21736-30253","QB","Jeff","Jeff Driskel","Driskel","0","0","6000","CIN@JAC","CIN","JAC","IR","Thumb","",""
"21736-7778","QB","Matt","Matt Cassel","Cassel","2.240000009536743","2","6000","BAL@TEN","TEN","BAL","","","",""
"21736-8803","QB","Chase","Chase Daniel","Daniel","0.6399999856948853","1","6000","TB@NO","NO","TB","","","",""
"21736-7844","QB","Chad","Chad Henne","Henne","-0.30000001192092896","1","6000","CIN@JAC","JAC","CIN","","","",""
"21736-44715","QB","Cooper","Cooper Rush","Rush","1.3799999952316284","1","6000","KC@DAL","DAL","KC","","","",""
"21736-33463","QB","Paxton","Paxton Lynch","Lynch","9.793333053588867","3","6000","DEN@PHI","DEN","PHI","","","",""
"21736-6914","TE","Greg","Greg Olsen","Olsen","2.1500000953674316","2","6000","ATL@CAR","CAR","ATL","IR","Foot","",""
"21736-29445","QB","Sean","Sean Mannion","Mannion","-0.1599999964237213","2","6000","LAR@NYG","LAR","NYG","","","",""
"21736-14194","QB","Blaine","Blaine Gabbert","Gabbert","13.199999491373697","6","6000","ARI@SF","ARI","SF","","","",""
"21736-26483","QB","Geno","Geno Smith","Smith","4.46999979019165","2","6000","LAR@NYG","NYG","LAR","","","",""
"21736-39795","QB","Davis","Davis Webb","Webb","0","0","6000","LAR@NYG","NYG","LAR","","","",""
"21736-33702","QB","Ryan","Ryan Griffin","Griffin","0","0","6000","TB@NO","TB","NO","IR","Shoulder","",""
"21736-6641","TE","Jason","Jason Witten","Witten","9.200000217982701","7","5900","KC@DAL","DAL","KC","","","",""
"21736-11779","RB","LeGarrette","LeGarrette Blount","Blount","8.899999618530273","8","5900","DEN@PHI","PHI","DEN","","","",""
"21736-27477","WR","Sterling","Sterling Shepard","Shepard","8.919999694824218","5","5900","LAR@NYG","NYG","LAR","","","",""
"21736-40843","RB","Alex","Alex Collins","Collins","6.828571319580078","7","5900","BAL@TEN","BAL","TEN","","","",""
"21736-22018","WR","Mohamed","Mohamed Sanu","Sanu","9.433333079020182","6","5800","ATL@CAR","ATL","CAR","","","",""
"21736-33766","RB","Rob","Rob Kelley","Kelley","5","5","5800","WAS@SEA","WAS","SEA","Q","Ankle","",""
"21736-26610","WR","Paul","Paul Richardson","Richardson","11.200000217982701","7","5800","WAS@SEA","SEA","WAS","","","",""
"21736-27776","RB","Tevin","Tevin Coleman","Coleman","9.785714285714286","7","5700","ATL@CAR","ATL","CAR","","","",""
"21736-54606","WR","John","John Brown","Brown","7.380000305175781","5","5700","ARI@SF","ARI","SF","","","",""
"21736-6627","WR","Ted","Ted Ginn Jr.","Ginn Jr.","9.900000435965401","7","5700","TB@NO","NO","TB","","","",""
"21736-57909","RB","Marlon","Marlon Mack","Mack","8.716666539510092","6","5700","IND@HOU","IND","HOU","","","",""
"21736-30298","TE","Jordan","Jordan Reed","Reed","7.766666412353516","6","5700","WAS@SEA","WAS","SEA","Q","Hamstring","",""
"21736-29593","WR","Marqise","Marqise Lee","Lee","7.142857142857143","7","5700","CIN@JAC","JAC","CIN","Q","Knee","",""
"21736-39859","TE","Jack","Jack Doyle","Doyle","9.542857578822545","7","5700","IND@HOU","IND","HOU","","","",""
"21736-29645","RB","Javorius","Javorius Allen","Allen","9.762499809265137","8","5700","BAL@TEN","BAL","TEN","","","",""
"21736-29685","WR","Robert","Robert Woods","Woods","7.257142748151507","7","5700","LAR@NYG","LAR","NYG","","","",""
"21736-9371","RB","Marshawn","Marshawn Lynch","Lynch","6.342857360839844","7","5600","OAK@MIA","OAK","MIA","","","",""
"21736-24755","WR","Jamison","Jamison Crowder","Crowder","5.685714176722935","7","5600","WAS@SEA","WAS","SEA","Q","Hamstring","",""
"21736-22113","RB","Alfred","Alfred Morris","Morris","2.3799999237060545","5","5600","KC@DAL","DAL","KC","","","",""
"21736-7806","RB","Darren","Darren McFadden","McFadden","3.9666665395100913","3","5600","KC@DAL","DAL","KC","","","",""
"21736-6863","TE","Delanie","Delanie Walker","Walker","7.4571429661342075","7","5600","BAL@TEN","TEN","BAL","Q","Ankle","",""
"21736-25760","WR","Allen","Allen Hurns","Hurns","8.5","7","5500","CIN@JAC","JAC","CIN","","","",""
"21736-45439","WR","Corey","Corey Davis","Davis","5.400000095367432","2","5500","BAL@TEN","TEN","BAL","","","",""
"21736-27050","WR","Tyler","Tyler Lockett","Lockett","7.414285932268415","7","5500","WAS@SEA","SEA","WAS","","","",""
"21736-26038","TE","Tyler","Tyler Kroft","Kroft","8.383333206176758","6","5500","CIN@JAC","CIN","JAC","","","",""
"21736-6607","WR","Mike","Mike Wallace","Wallace","5.600000108991351","7","5500","BAL@TEN","BAL","TEN","Q","Back","",""
"21736-7761","TE","Jared","Jared Cook","Cook","7.099999904632568","8","5500","OAK@MIA","OAK","MIA","","","",""
"21736-22163","WR","Rishard","Rishard Matthews","Matthews","8.357142857142858","7","5500","BAL@TEN","TEN","BAL","","","",""
"21736-27457","WR","Kenny","Kenny Stills","Stills","9.685714721679688","7","5500","OAK@MIA","MIA","OAK","","","",""
"21736-39818","RB","Wayne","Wayne Gallman","Gallman","7.699999809265137","4","5500","LAR@NYG","NYG","LAR","","","",""
"21736-48344","WR","Albert","Albert Wilson","Wilson","6.171428680419922","7","5400","KC@DAL","KC","DAL","Q","Hamstring","",""
"21736-26094","WR","Brandon","Brandon Coleman","Coleman","7","7","5400","TB@NO","NO","TB","","","",""
"21736-38509","RB","Wendell","Wendell Smallwood","Smallwood","5.533333460489909","6","5400","DEN@PHI","PHI","DEN","","","",""
"21736-6870","TE","Vernon","Vernon Davis","Davis","6.242857251848493","7","5400","WAS@SEA","WAS","SEA","","","",""
"21736-32613","RB","DeAndre","DeAndre Washington","Washington","6.071428571428571","7","5400","OAK@MIA","OAK","MIA","","","",""
"21736-33691","RB","Orleans","Orleans Darkwa","Darkwa","6.933333079020183","6","5400","LAR@NYG","NYG","LAR","","","",""
"21736-53303","RB","Matt","Matt Breida","Breida","4.949999809265137","8","5300","ARI@SF","SF","ARI","Q","Knee","",""
"21736-30968","RB","Eddie","Eddie Lacy","Lacy","2.720000076293945","5","5300","WAS@SEA","SEA","WAS","","","",""
"21736-29949","WR","Marvin","Marvin Hall","Hall","10.5","1","5300","ATL@CAR","ATL","CAR","","","",""
